param_alpha,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_momentum,split0_test_score,rank_test_score,split0_train_score
0,"(100, 25)",constant,0.01,0,0.36,5419,0.38
0,"(75, 50)",adaptive,0.0005,0.3,0.36,5419,0.38
0,"(50, 100)",constant,0.001,0.8,0.36,5419,0.38
0,"(50, 75)",invscaling,0.005,0.9,0.36,5419,0.38
0,"(50, 75)",adaptive,0.0005,0.9,0.36,5419,0.38
0,"(50, 25)",constant,0.001,0.8,0.36,5419,0.38
0,"(25, 100)",adaptive,0.0001,1,0.36,5419,0.38
0,"(25, 75)",adaptive,0.001,0.1,0.36,5419,0.38
0,"(25, 50)",constant,0.0005,0.6,0.36,5419,0.38
0,"(25, 50)",constant,0.001,0.9,0.36,5419,0.38
0,"(25, 50)",adaptive,0.005,0.2,0.36,5419,0.38
0.0001,100,constant,0.001,0.1,0.36,5419,0.37
0.0001,75,constant,0.0005,0.9,0.36,5419,0.37
0.0001,50,adaptive,0.001,1,0.36,5419,0.37
0.0001,25,constant,0.001,1,0.36,5419,0.37
0.0001,"(100, 50)",invscaling,0.001,1,0.36,5419,0.37
0.0001,"(100, 25)",adaptive,0.001,0.2,0.36,5419,0.37
0.0001,"(75, 100)",constant,0.0001,1,0.36,5419,0.37
0.0001,"(75, 50)",constant,0.0005,0.9,0.36,5419,0.37
0.0001,"(75, 25)",constant,0.0005,0.6,0.36,5419,0.37
0.0001,"(75, 25)",constant,0.001,0.7,0.36,5419,0.37
0.0001,"(50, 25)",constant,0.001,0.8,0.36,5419,0.37
0.0001,"(50, 25)",adaptive,0.0001,0.7,0.36,5419,0.37
0.0001,"(25, 25)",adaptive,0.0001,0.8,0.36,5419,0.37
1E-05,25,constant,0.005,0.2,0.36,5419,0.37
1E-05,25,adaptive,0.0001,0.8,0.36,5419,0.37
1E-05,25,adaptive,0.001,0.3,0.36,5419,0.37
1E-05,25,adaptive,0.01,0,0.36,5419,0.37
1E-05,"(100, 100)",adaptive,0.0005,0.5,0.36,5419,0.37
1E-05,"(100, 50)",invscaling,0.005,1,0.36,5419,0.37
1E-05,"(100, 50)",invscaling,0.01,1,0.36,5419,0.37
1E-05,"(100, 50)",adaptive,0.0005,0.7,0.36,5419,0.37
1E-05,"(100, 25)",constant,0.0001,0.8,0.36,5419,0.37
1E-05,"(75, 50)",adaptive,0.001,0.7,0.36,5419,0.37
1E-05,"(50, 100)",constant,0.001,0.3,0.36,5419,0.37
1E-05,"(50, 75)",adaptive,0.005,0.2,0.36,5419,0.37
1E-05,"(50, 50)",constant,0.001,0.2,0.36,5419,0.37
1E-05,"(50, 50)",constant,0.001,0.6,0.36,5419,0.37
1E-05,"(50, 50)",adaptive,0.0005,0.6,0.36,5419,0.37
1E-05,"(25, 100)",constant,0.001,0.5,0.36,5419,0.37
1E-05,"(25, 50)",adaptive,0.001,0.3,0.36,5419,0.37
1E-05,"(25, 25)",adaptive,0.0005,0.9,0.36,5419,0.37
1E-06,100,adaptive,0.001,0.7,0.36,5419,0.37
1E-06,"(100, 75)",adaptive,0.001,0.2,0.36,5419,0.37
1E-06,"(100, 50)",adaptive,0.0001,1,0.36,5419,0.37
1E-06,"(75, 100)",adaptive,0.001,0.7,0.36,5419,0.37
1E-06,"(75, 50)",adaptive,0.0005,0.8,0.36,5419,0.37
1E-06,"(75, 25)",constant,0.0001,0.7,0.36,5419,0.37
1E-06,"(50, 100)",adaptive,0.005,0.2,0.36,5419,0.37
1E-06,"(50, 75)",adaptive,0.0005,0,0.36,5419,0.37
1E-06,"(50, 25)",constant,0.0001,1,0.36,5419,0.37
1E-06,"(25, 100)",adaptive,0.001,0.7,0.36,5419,0.37
1E-06,"(25, 25)",adaptive,0.005,0.3,0.36,5419,0.37
1E-07,100,constant,0.005,0.4,0.36,5419,0.37
1E-07,50,adaptive,0.0005,0.4,0.36,5419,0.37
1E-07,"(75, 50)",constant,0.005,0.4,0.36,5419,0.37
1E-07,"(75, 50)",adaptive,0.001,0.6,0.36,5419,0.37
1E-07,"(75, 50)",adaptive,0.005,0.1,0.36,5419,0.37
1E-07,"(50, 100)",constant,0.0005,0.7,0.36,5419,0.37
1E-07,"(50, 75)",invscaling,0.005,0.9,0.36,5419,0.37
1E-07,"(50, 75)",adaptive,0.001,0.3,0.36,5419,0.37
1E-07,"(50, 50)",constant,0.005,0,0.36,5419,0.37
1E-07,"(50, 50)",constant,0.005,0.3,0.36,5419,0.37
1E-07,"(25, 100)",constant,0.001,0.6,0.36,5419,0.37
1E-07,"(25, 100)",adaptive,0.0005,0.9,0.36,5419,0.37
1E-07,"(25, 75)",adaptive,0.0005,0.2,0.36,5419,0.37
1E-07,"(25, 50)",invscaling,0.005,0.9,0.36,5419,0.37
0,100,constant,0.001,0.7,0.36,5419,0.37
0,100,invscaling,0.001,1,0.36,5419,0.37
0,100,invscaling,0.01,0.1,0.36,5419,0.37
0,100,adaptive,0.0005,0.6,0.36,5419,0.37
0,75,adaptive,0.0005,0.5,0.36,5419,0.37
0,"(100, 100)",constant,0.005,0.1,0.36,5419,0.37
0,"(100, 100)",adaptive,0.0001,0.9,0.36,5419,0.37
0,"(50, 100)",constant,0.0005,0.9,0.36,5419,0.37
0,"(50, 100)",invscaling,0.01,0.7,0.36,5419,0.37
0,"(50, 100)",adaptive,0.0005,0.3,0.36,5419,0.37
0,"(50, 75)",constant,0.001,0.3,0.36,5419,0.37
0,"(50, 50)",constant,0.001,0.5,0.36,5419,0.37
0,"(25, 50)",adaptive,0.0005,0.9,0.36,5419,0.37
0,"(25, 50)",adaptive,0.005,0.5,0.36,5419,0.37
0.0001,100,constant,0.0001,0.8,0.36,5419,0.36
0.0001,100,invscaling,0.001,0.2,0.36,5419,0.36
0.0001,75,invscaling,0.01,0.7,0.36,5419,0.36
0.0001,75,adaptive,0.0005,0.4,0.36,5419,0.36
0.0001,75,adaptive,0.001,0.5,0.36,5419,0.36
0.0001,"(100, 100)",constant,0.001,0.2,0.36,5419,0.36
0.0001,"(100, 75)",constant,0.0005,0.7,0.36,5419,0.36
0.0001,"(100, 75)",constant,0.001,0.5,0.36,5419,0.36
0.0001,"(100, 75)",adaptive,0.0005,0.9,0.36,5419,0.36
0.0001,"(75, 50)",invscaling,0.001,1,0.36,5419,0.36
0.0001,"(75, 50)",adaptive,0.0005,0.6,0.36,5419,0.36
0.0001,"(50, 75)",constant,0.005,0.2,0.36,5419,0.36
0.0001,"(50, 75)",invscaling,0.001,0.8,0.36,5419,0.36
0.0001,"(50, 75)",adaptive,0.0001,0.3,0.36,5419,0.36
0.0001,"(50, 25)",constant,0.0005,0.7,0.36,5419,0.36
0.0001,"(25, 100)",constant,0.0005,0.7,0.36,5419,0.36
0.0001,"(25, 75)",invscaling,0.001,1,0.36,5419,0.36
0.0001,"(25, 50)",constant,0.001,0.4,0.36,5419,0.36
0.0001,"(25, 50)",constant,0.001,0.8,0.36,5419,0.36
0.0001,"(25, 50)",adaptive,0.0005,0.9,0.36,5419,0.36
1E-05,75,adaptive,0.001,0.3,0.36,5419,0.36
1E-05,50,constant,0.0005,0.5,0.36,5419,0.36
1E-05,50,constant,0.001,0.5,0.36,5419,0.36
1E-05,25,invscaling,0.0001,0.1,0.36,5419,0.36
1E-05,25,invscaling,0.001,1,0.36,5419,0.36
1E-05,"(100, 100)",invscaling,0.0001,0,0.36,5419,0.36
1E-05,"(100, 75)",adaptive,0.0005,0.6,0.36,5419,0.36
1E-05,"(100, 75)",adaptive,0.001,0.2,0.36,5419,0.36
1E-05,"(100, 75)",adaptive,0.001,0.6,0.36,5419,0.36
1E-05,"(75, 100)",invscaling,0.0005,0.2,0.36,5419,0.36
1E-05,"(75, 100)",adaptive,0.0005,0.4,0.36,5419,0.36
1E-05,"(75, 50)",constant,0.0001,1,0.36,5419,0.36
1E-05,"(75, 25)",adaptive,0.001,0.3,0.36,5419,0.36
1E-05,"(50, 100)",constant,0.0001,0.5,0.36,5419,0.36
1E-05,"(50, 75)",invscaling,0.0001,0.2,0.36,5419,0.36
1E-05,"(50, 75)",invscaling,0.005,1,0.36,5419,0.36
1E-05,"(25, 100)",invscaling,0.001,1,0.36,5419,0.36
1E-05,"(25, 75)",constant,0.0005,0.7,0.36,5419,0.36
1E-05,"(25, 75)",invscaling,0.01,0,0.36,5419,0.36
1E-05,"(25, 50)",constant,0.001,0.3,0.36,5419,0.36
1E-05,"(25, 25)",constant,0.0005,0.3,0.36,5419,0.36
1E-06,100,constant,0.001,0.3,0.36,5419,0.36
1E-06,75,constant,0.0005,1,0.36,5419,0.36
1E-06,75,constant,0.001,0.3,0.36,5419,0.36
1E-06,75,adaptive,0.0005,0,0.36,5419,0.36
1E-06,50,constant,0.0005,0.8,0.36,5419,0.36
1E-06,50,adaptive,0.0005,0.2,0.36,5419,0.36
1E-06,50,adaptive,0.0005,0.7,0.36,5419,0.36
1E-06,50,adaptive,0.0005,0.9,0.36,5419,0.36
1E-06,25,constant,0.0001,0.8,0.36,5419,0.36
1E-06,"(100, 75)",constant,0.0005,0.2,0.36,5419,0.36
1E-06,"(100, 50)",constant,0.0005,0.8,0.36,5419,0.36
1E-06,"(100, 25)",adaptive,0.0005,0.9,0.36,5419,0.36
1E-06,"(75, 100)",adaptive,0.0005,0.5,0.36,5419,0.36
1E-06,"(75, 25)",invscaling,0.005,0.8,0.36,5419,0.36
1E-06,"(75, 25)",adaptive,0.0005,0.1,0.36,5419,0.36
1E-06,"(50, 100)",invscaling,0.0005,0.9,0.36,5419,0.36
1E-06,"(50, 100)",invscaling,0.01,1,0.36,5419,0.36
1E-06,"(50, 75)",invscaling,0.01,1,0.36,5419,0.36
1E-06,"(50, 50)",adaptive,0.0005,0.7,0.36,5419,0.36
1E-06,"(50, 25)",adaptive,0.0005,0.8,0.36,5419,0.36
1E-06,"(50, 25)",adaptive,0.001,0.5,0.36,5419,0.36
1E-06,"(25, 100)",adaptive,0.005,0.1,0.36,5419,0.36
1E-06,"(25, 100)",adaptive,0.005,0.2,0.36,5419,0.36
1E-06,"(25, 75)",constant,0.005,0.2,0.36,5419,0.36
1E-06,"(25, 75)",adaptive,0.0005,0.7,0.36,5419,0.36
1E-06,"(25, 25)",invscaling,0.001,1,0.36,5419,0.36
1E-06,"(25, 25)",adaptive,0.0005,0.9,0.36,5419,0.36
1E-07,75,constant,0.005,0.4,0.36,5419,0.36
1E-07,75,invscaling,0.001,1,0.36,5419,0.36
1E-07,75,adaptive,0.001,0.2,0.36,5419,0.36
1E-07,25,constant,0.001,0.5,0.36,5419,0.36
1E-07,25,adaptive,0.0001,1,0.36,5419,0.36
1E-07,"(100, 100)",adaptive,0.0005,0.6,0.36,5419,0.36
1E-07,"(100, 75)",constant,0.0005,0.3,0.36,5419,0.36
1E-07,"(100, 75)",invscaling,0.0001,0.9,0.36,5419,0.36
1E-07,"(100, 75)",adaptive,0.0005,0.5,0.36,5419,0.36
1E-07,"(100, 25)",constant,0.0005,0.7,0.36,5419,0.36
1E-07,"(75, 100)",constant,0.001,0.8,0.36,5419,0.36
1E-07,"(75, 75)",invscaling,0.005,1,0.36,5419,0.36
1E-07,"(50, 100)",constant,0.001,0.1,0.36,5419,0.36
1E-07,"(50, 50)",constant,0.0001,0.4,0.36,5419,0.36
1E-07,"(50, 50)",constant,0.0005,0.4,0.36,5419,0.36
1E-07,"(50, 50)",constant,0.001,0.5,0.36,5419,0.36
1E-07,"(50, 50)",constant,0.001,0.7,0.36,5419,0.36
1E-07,"(50, 50)",constant,0.001,0.9,0.36,5419,0.36
1E-07,"(50, 50)",invscaling,0.01,0.2,0.36,5419,0.36
1E-07,"(25, 50)",constant,0.001,0.1,0.36,5419,0.36
1E-07,"(25, 50)",adaptive,0.001,0,0.36,5419,0.36
1E-07,"(25, 25)",constant,0.005,0.2,0.36,5419,0.36
0,50,constant,0.005,0.1,0.36,5419,0.36
0,50,adaptive,0.001,0.4,0.36,5419,0.36
0,25,constant,0.001,0.8,0.36,5419,0.36
0,25,adaptive,0.0005,0.2,0.36,5419,0.36
0,25,adaptive,0.0005,0.8,0.36,5419,0.36
0,"(100, 100)",invscaling,0.005,0.9,0.36,5419,0.36
0,"(100, 50)",adaptive,0.005,0,0.36,5419,0.36
0,"(100, 25)",invscaling,0.001,0.4,0.36,5419,0.36
0,"(100, 25)",adaptive,0.001,0.5,0.36,5419,0.36
0,"(75, 100)",invscaling,0.01,0.8,0.36,5419,0.36
0,"(75, 75)",constant,0.0001,0.3,0.36,5419,0.36
0,"(75, 75)",constant,0.001,0.3,0.36,5419,0.36
0,"(75, 75)",invscaling,0.0005,0,0.36,5419,0.36
0,"(75, 50)",adaptive,0.001,0.7,0.36,5419,0.36
0,"(75, 25)",constant,0.001,0.5,0.36,5419,0.36
0,"(75, 25)",adaptive,0.0005,0.2,0.36,5419,0.36
0,"(50, 75)",adaptive,0.001,0.5,0.36,5419,0.36
0,"(50, 50)",invscaling,0.001,1,0.36,5419,0.36
0,"(50, 50)",invscaling,0.005,0.8,0.36,5419,0.36
0,"(25, 100)",constant,0.0005,0.8,0.36,5419,0.36
0,"(25, 75)",constant,0.0005,0.8,0.36,5419,0.36
0,"(25, 75)",adaptive,0.0005,0.7,0.36,5419,0.36
0,"(25, 50)",invscaling,0.01,0.8,0.36,5419,0.36
0.0001,"(100, 50)",invscaling,0.0005,0.5,0.36,5419,0.35
0.0001,"(100, 50)",invscaling,0.0005,1,0.36,5419,0.35
0.0001,"(75, 75)",constant,0.0001,0,0.36,5419,0.35
0.0001,"(25, 100)",constant,0.0005,0.9,0.36,5419,0.35
1E-05,100,invscaling,0.01,0.6,0.36,5419,0.35
1E-05,75,invscaling,0.005,0.9,0.36,5419,0.35
1E-05,50,adaptive,0.0005,0.4,0.36,5419,0.35
1E-05,25,constant,0.0005,0.8,0.36,5419,0.35
1E-05,"(75, 100)",constant,0.001,0.1,0.36,5419,0.35
1E-05,"(75, 75)",adaptive,0.0001,0.4,0.36,5419,0.35
1E-05,"(75, 50)",invscaling,0.001,0.6,0.36,5419,0.35
1E-05,"(50, 100)",invscaling,0.01,0.6,0.36,5419,0.35
1E-05,"(50, 50)",constant,0.0005,0.1,0.36,5419,0.35
1E-05,"(25, 100)",invscaling,0.0005,0,0.36,5419,0.35
1E-05,"(25, 50)",invscaling,0.0005,0.6,0.36,5419,0.35
1E-06,75,constant,0.001,0.1,0.36,5419,0.35
1E-06,75,invscaling,0.001,1,0.36,5419,0.35
1E-06,50,constant,0.005,0,0.36,5419,0.35
1E-06,50,adaptive,0.001,0.2,0.36,5419,0.35
1E-06,"(100, 100)",constant,0.0005,0.1,0.36,5419,0.35
1E-06,"(100, 25)",constant,0.001,0.7,0.36,5419,0.35
1E-06,"(75, 50)",constant,0.0005,0.7,0.36,5419,0.35
1E-06,"(25, 100)",constant,0.0005,0.4,0.36,5419,0.35
1E-06,"(25, 100)",adaptive,0.0005,0.8,0.36,5419,0.35
1E-06,"(25, 75)",invscaling,0.01,0.8,0.36,5419,0.35
1E-06,"(25, 25)",adaptive,0.005,0.2,0.36,5419,0.35
1E-07,75,adaptive,0.0001,0.6,0.36,5419,0.35
1E-07,75,adaptive,0.005,0,0.36,5419,0.35
1E-07,50,constant,0.001,0.1,0.36,5419,0.35
1E-07,50,adaptive,0.001,0.4,0.36,5419,0.35
1E-07,25,constant,0.0005,0.5,0.36,5419,0.35
1E-07,25,invscaling,0.01,0.3,0.36,5419,0.35
1E-07,"(100, 100)",constant,0.0005,0,0.36,5419,0.35
1E-07,"(100, 100)",adaptive,0.001,0.6,0.36,5419,0.35
1E-07,"(75, 100)",invscaling,0.01,0.5,0.36,5419,0.35
1E-07,"(25, 100)",constant,0.0001,0,0.36,5419,0.35
1E-07,"(25, 100)",constant,0.001,0.7,0.36,5419,0.35
1E-07,"(25, 50)",adaptive,0.001,0.4,0.36,5419,0.35
0,100,constant,0.001,0.1,0.36,5419,0.35
0,50,constant,0.0005,0.7,0.36,5419,0.35
0,50,invscaling,0.0005,0.6,0.36,5419,0.35
0,"(100, 50)",constant,0.0001,0.6,0.36,5419,0.35
0,"(75, 100)",adaptive,0.001,0,0.36,5419,0.35
0,"(75, 50)",constant,0.001,0.2,0.36,5419,0.35
0,"(75, 25)",constant,0.001,0.6,0.36,5419,0.35
0,"(50, 75)",constant,0.0005,0.6,0.36,5419,0.35
0.0001,100,adaptive,0.0005,0.5,0.36,5419,0.34
0.0001,25,adaptive,0.001,0.4,0.36,5419,0.34
0.0001,"(100, 100)",invscaling,0.01,0.2,0.36,5419,0.34
0.0001,"(100, 75)",constant,0.001,0.3,0.36,5419,0.34
0.0001,"(100, 50)",invscaling,0.005,0.6,0.36,5419,0.34
0.0001,"(100, 25)",constant,0.0001,0.9,0.36,5419,0.34
0.0001,"(100, 25)",invscaling,0.01,0.1,0.36,5419,0.34
0.0001,"(50, 75)",constant,0.001,0,0.36,5419,0.34
0.0001,"(50, 50)",constant,0.0005,0,0.36,5419,0.34
0.0001,"(50, 50)",adaptive,0.001,0,0.36,5419,0.34
0.0001,"(25, 50)",invscaling,0.01,1,0.36,5419,0.34
0.0001,"(25, 25)",adaptive,0.001,0.3,0.36,5419,0.34
1E-05,75,invscaling,0.01,0.5,0.36,5419,0.34
1E-05,"(100, 100)",adaptive,0.001,0.3,0.36,5419,0.34
1E-05,"(100, 75)",constant,0.001,0.2,0.36,5419,0.34
1E-05,"(75, 75)",invscaling,0.0001,0.3,0.36,5419,0.34
1E-05,"(75, 25)",adaptive,0.001,0.5,0.36,5419,0.34
1E-06,50,invscaling,0.0005,0.8,0.36,5419,0.34
1E-06,50,adaptive,0.0005,0,0.36,5419,0.34
1E-06,50,adaptive,0.0005,0.8,0.36,5419,0.34
1E-06,"(100, 100)",invscaling,0.0005,1,0.36,5419,0.34
1E-06,"(100, 100)",invscaling,0.01,0.7,0.36,5419,0.34
1E-06,"(100, 25)",invscaling,0.005,0.5,0.36,5419,0.34
1E-06,"(50, 100)",invscaling,0.01,0.7,0.36,5419,0.34
1E-06,"(25, 100)",invscaling,0.0005,0.7,0.36,5419,0.34
1E-06,"(25, 75)",constant,0.0001,0.8,0.36,5419,0.34
1E-06,"(25, 25)",constant,0.001,0.1,0.36,5419,0.34
1E-06,"(25, 25)",adaptive,0.0005,0.3,0.36,5419,0.34
1E-07,75,invscaling,0.0005,1,0.36,5419,0.34
1E-07,50,adaptive,0.001,0.5,0.36,5419,0.34
1E-07,"(75, 100)",constant,0.0005,0.3,0.36,5419,0.34
1E-07,"(75, 50)",adaptive,0.0001,0.5,0.36,5419,0.34
1E-07,"(50, 100)",invscaling,0.01,0.9,0.36,5419,0.34
1E-07,"(25, 100)",adaptive,0.0001,0.8,0.36,5419,0.34
1E-07,"(25, 25)",invscaling,0.005,0.2,0.36,5419,0.34
0,25,invscaling,0.01,0.6,0.36,5419,0.34
0,"(100, 75)",invscaling,0.01,0.4,0.36,5419,0.34
0,"(75, 50)",adaptive,0.001,0.2,0.36,5419,0.34
0,"(50, 50)",invscaling,0.005,0.9,0.36,5419,0.34
0,"(25, 100)",adaptive,0.0001,0.8,0.36,5419,0.34
0,"(25, 25)",adaptive,0.001,0.1,0.36,5419,0.34
0.0001,100,invscaling,0.01,0.5,0.36,5419,0.33
0.0001,"(100, 25)",adaptive,0.0005,1,0.36,5419,0.33
0.0001,"(75, 75)",invscaling,0.001,0.7,0.36,5419,0.33
0.0001,"(75, 75)",adaptive,0.0005,0.6,0.36,5419,0.33
0.0001,"(75, 50)",invscaling,0.005,0.8,0.36,5419,0.33
0.0001,"(50, 75)",constant,0.001,0.5,0.36,5419,0.33
0.0001,"(25, 100)",adaptive,0.0005,1,0.36,5419,0.33
0.0001,"(25, 75)",adaptive,0.001,0.5,0.36,5419,0.33
0.0001,"(25, 50)",constant,0.0005,0.3,0.36,5419,0.33
0.0001,"(25, 50)",constant,0.001,0.2,0.36,5419,0.33
1E-05,100,invscaling,0.005,0.9,0.36,5419,0.33
1E-05,50,invscaling,0.001,0.7,0.36,5419,0.33
1E-05,50,adaptive,0.0001,0.9,0.36,5419,0.33
1E-05,"(75, 100)",adaptive,0.001,0.1,0.36,5419,0.33
1E-05,"(75, 25)",adaptive,0.001,0.1,0.36,5419,0.33
1E-05,"(50, 100)",constant,0.0005,0.3,0.36,5419,0.33
1E-05,"(25, 25)",invscaling,0.01,0.9,0.36,5419,0.33
1E-06,75,constant,0.0005,0.6,0.36,5419,0.33
1E-06,75,adaptive,0.0005,0.6,0.36,5419,0.33
1E-06,25,invscaling,0.001,0.7,0.36,5419,0.33
1E-06,"(100, 50)",constant,0.0001,0.8,0.36,5419,0.33
1E-06,"(75, 25)",invscaling,0.001,0.4,0.36,5419,0.33
1E-06,"(75, 25)",adaptive,0.0001,0.9,0.36,5419,0.33
1E-06,"(25, 50)",constant,0.001,0.1,0.36,5419,0.33
1E-07,75,adaptive,0.0005,0,0.36,5419,0.33
1E-07,50,invscaling,0.0005,1,0.36,5419,0.33
1E-07,50,invscaling,0.01,0.8,0.36,5419,0.33
1E-07,25,adaptive,0.0005,0.2,0.36,5419,0.33
1E-07,"(75, 100)",constant,0.0005,0.2,0.36,5419,0.33
1E-07,"(75, 75)",adaptive,0.0005,0.4,0.36,5419,0.33
1E-07,"(75, 25)",adaptive,0.001,0,0.36,5419,0.33
1E-07,"(50, 50)",invscaling,0.001,0.9,0.36,5419,0.33
1E-07,"(25, 75)",constant,0.001,0.5,0.36,5419,0.33
1E-07,"(25, 25)",constant,0.0005,0.2,0.36,5419,0.33
0,50,constant,0.0005,0.3,0.36,5419,0.33
0,"(100, 100)",invscaling,0.0005,0.9,0.36,5419,0.33
0,"(100, 75)",invscaling,0.01,0,0.36,5419,0.33
0,"(100, 25)",constant,0.001,0.3,0.36,5419,0.33
0,"(75, 100)",constant,0.001,0.1,0.36,5419,0.33
0,"(25, 100)",constant,0.0005,0.1,0.36,5419,0.33
0.0001,"(100, 75)",constant,0.0005,0.2,0.36,5419,0.32
0.0001,"(100, 50)",adaptive,0.0005,0.5,0.36,5419,0.32
0.0001,"(75, 50)",adaptive,0.0001,0.8,0.36,5419,0.32
0.0001,"(50, 75)",constant,0.0001,0.9,0.36,5419,0.32
0.0001,"(50, 25)",constant,0.0005,0.2,0.36,5419,0.32
0.0001,"(50, 25)",invscaling,0.0005,0.9,0.36,5419,0.32
0.0001,"(25, 100)",constant,0.0005,0.3,0.36,5419,0.32
0.0001,"(25, 50)",constant,0.0005,0.4,0.36,5419,0.32
0.0001,"(25, 50)",invscaling,0.005,0.9,0.36,5419,0.32
1E-05,50,constant,0.0001,0.9,0.36,5419,0.32
1E-05,25,constant,0.0001,0.4,0.36,5419,0.32
1E-05,25,adaptive,0.0005,0.5,0.36,5419,0.32
1E-05,"(100, 100)",adaptive,0.0005,0,0.36,5419,0.32
1E-05,"(75, 75)",constant,0.0005,0.1,0.36,5419,0.32
1E-05,"(50, 100)",invscaling,0.001,0.6,0.36,5419,0.32
1E-05,"(50, 25)",constant,0.0005,0.3,0.36,5419,0.32
1E-05,"(25, 75)",constant,0.0005,0.8,0.36,5419,0.32
1E-06,25,invscaling,0.001,0.5,0.36,5419,0.32
1E-06,"(50, 75)",adaptive,0.0005,0.8,0.36,5419,0.32
1E-06,"(50, 25)",invscaling,0.005,0.5,0.36,5419,0.32
1E-07,50,constant,0.0005,0.6,0.36,5419,0.32
1E-07,25,adaptive,0.0005,0.5,0.36,5419,0.32
1E-07,"(100, 75)",invscaling,0.005,0.9,0.36,5419,0.32
1E-07,"(100, 25)",constant,0.001,0.4,0.36,5419,0.32
1E-07,"(100, 25)",invscaling,0.0001,0.1,0.36,5419,0.32
1E-07,"(50, 100)",constant,0.001,0,0.36,5419,0.32
1E-07,"(50, 25)",invscaling,0.005,0.9,0.36,5419,0.32
1E-07,"(25, 50)",adaptive,0.0001,0.4,0.36,5419,0.32
0,"(75, 100)",invscaling,0.01,0.2,0.36,5419,0.32
0,"(75, 75)",adaptive,0.0005,0.4,0.36,5419,0.32
0.0001,75,invscaling,0.005,0.9,0.36,5419,0.31
0.0001,25,invscaling,0.01,0.4,0.36,5419,0.31
0.0001,25,adaptive,0.0001,0.7,0.36,5419,0.31
0.0001,"(100, 100)",invscaling,0.005,0.6,0.36,5419,0.31
0.0001,"(100, 100)",adaptive,0.0001,0.3,0.36,5419,0.31
0.0001,"(100, 100)",adaptive,0.001,0.4,0.36,5419,0.31
0.0001,"(100, 75)",constant,0.0001,0.2,0.36,5419,0.31
0.0001,"(75, 100)",constant,0.0005,0.3,0.36,5419,0.31
0.0001,"(75, 100)",adaptive,0.0005,0.1,0.36,5419,0.31
0.0001,"(75, 75)",constant,0.001,0.1,0.36,5419,0.31
0.0001,"(50, 25)",invscaling,0.001,0.6,0.36,5419,0.31
0.0001,"(50, 25)",invscaling,0.005,0.7,0.36,5419,0.31
0.0001,"(25, 75)",invscaling,0.005,0.9,0.36,5419,0.31
0.0001,"(25, 75)",invscaling,0.01,0.4,0.36,5419,0.31
0.0001,"(25, 50)",constant,0.0005,0.9,0.36,5419,0.31
0.0001,"(25, 50)",constant,0.001,0.5,0.36,5419,0.31
0.0001,"(25, 50)",invscaling,0.005,0.1,0.36,5419,0.31
1E-05,100,invscaling,0.005,0.6,0.36,5419,0.31
1E-05,75,adaptive,0.0005,0.5,0.36,5419,0.31
1E-05,50,invscaling,0.0005,0.9,0.36,5419,0.31
1E-05,"(100, 100)",invscaling,0.01,0.1,0.36,5419,0.31
1E-05,"(100, 25)",invscaling,0.01,0.5,0.36,5419,0.31
1E-05,"(75, 100)",adaptive,0.0005,0.2,0.36,5419,0.31
1E-05,"(75, 75)",constant,0.0005,0.3,0.36,5419,0.31
1E-05,"(50, 100)",invscaling,0.0005,0.6,0.36,5419,0.31
1E-05,"(50, 25)",adaptive,0.0005,0.2,0.36,5419,0.31
1E-05,"(25, 100)",constant,0.0001,0.5,0.36,5419,0.31
1E-05,"(25, 100)",invscaling,0.001,0.2,0.36,5419,0.31
1E-06,50,invscaling,0.01,0.2,0.36,5419,0.31
1E-06,"(100, 100)",invscaling,0.01,0,0.36,5419,0.31
1E-06,"(100, 75)",constant,0.0005,0.7,0.36,5419,0.31
1E-06,"(25, 50)",invscaling,0.01,0,0.36,5419,0.31
1E-07,75,adaptive,0.0001,0.3,0.36,5419,0.31
1E-07,50,constant,0.001,0,0.36,5419,0.31
1E-07,50,adaptive,0.0001,0.9,0.36,5419,0.31
1E-07,25,constant,0.0005,0,0.36,5419,0.31
1E-07,25,invscaling,0.005,0.2,0.36,5419,0.31
1E-07,"(100, 25)",constant,0.0005,0.8,0.36,5419,0.31
1E-07,"(100, 25)",adaptive,0.001,0,0.36,5419,0.31
1E-07,"(75, 50)",constant,0.001,0.1,0.36,5419,0.31
1E-07,"(50, 75)",invscaling,0.005,0.8,0.36,5419,0.31
1E-07,"(25, 50)",constant,0.0001,0.5,0.36,5419,0.31
0,100,invscaling,0.005,0.6,0.36,5419,0.31
0,75,invscaling,0.01,0.9,0.36,5419,0.31
0,50,adaptive,0.0005,0.6,0.36,5419,0.31
0,25,constant,0.001,0.3,0.36,5419,0.31
0,"(100, 100)",adaptive,0.0005,0.2,0.36,5419,0.31
0,"(75, 100)",adaptive,0.0005,0.5,0.36,5419,0.31
0,"(75, 50)",constant,0.0005,0.4,0.36,5419,0.31
0,"(75, 25)",adaptive,0.0005,0.4,0.36,5419,0.31
0,"(50, 100)",constant,0.001,0.3,0.36,5419,0.31
0,"(50, 75)",adaptive,0.0001,0.9,0.36,5419,0.31
0,"(50, 50)",adaptive,0.0005,0.3,0.36,5419,0.31
0,"(25, 25)",constant,0.0001,0.9,0.36,5419,0.31
0.0001,100,adaptive,0.0001,0.2,0.36,5419,0.3
0.0001,25,invscaling,0.005,0.8,0.36,5419,0.3
