alpha,Tamanho das Camadas Ocultas,Decaimento,Taxa de Apendizado,Momentum,Acurácia Validação,Acurácia Treino
1E-07,"(25, 75)",invscaling,0.0005,0.1,0.631578947368421,0.694505494505494
0.0001,"(25, 75)",constant,0.0005,0,0.631578947368421,0.692307692307692
0,"(100, 75)",adaptive,0.0001,0.2,0.631578947368421,0.687912087912088
1E-05,"(75, 25)",invscaling,0.001,0.6,0.631578947368421,0.683516483516484
0.0001,"(25, 75)",adaptive,0.0001,0.7,0.631578947368421,0.681318681318681
1E-06,50,adaptive,0.0001,0.1,0.631578947368421,0.672527472527473
1E-06,"(25, 50)",adaptive,0.0001,0.1,0.631578947368421,0.672527472527473
1E-07,"(75, 100)",invscaling,0.0005,0.5,0.631578947368421,0.672527472527473
0,50,invscaling,0.001,0.7,0.631578947368421,0.672527472527473
0,"(100, 50)",invscaling,0.01,0,0.631578947368421,0.672527472527473
0,"(25, 75)",invscaling,0.005,0.5,0.631578947368421,0.67032967032967
0.0001,"(75, 50)",invscaling,0.001,0.9,0.631578947368421,0.668131868131868
0.0001,"(50, 75)",invscaling,0.001,0.5,0.631578947368421,0.668131868131868
1E-07,"(25, 50)",invscaling,0.0005,0.5,0.631578947368421,0.668131868131868
0.0001,"(75, 50)",invscaling,0.005,0.5,0.631578947368421,0.665934065934066
1E-07,"(50, 50)",invscaling,0.001,0.6,0.631578947368421,0.665934065934066
1E-05,"(100, 50)",adaptive,0.0001,0.5,0.631578947368421,0.663736263736264
0,"(100, 50)",invscaling,0.01,0.2,0.631578947368421,0.663736263736264
0.0001,"(100, 50)",constant,0.0001,0.2,0.631578947368421,0.661538461538462
1E-05,"(100, 50)",constant,0.0001,0.3,0.631578947368421,0.661538461538462
0.0001,"(75, 100)",invscaling,0.01,0.3,0.631578947368421,0.659340659340659
0.0001,"(50, 25)",invscaling,0.0005,0.5,0.631578947368421,0.659340659340659
1E-06,"(75, 75)",adaptive,0.0001,0.5,0.631578947368421,0.657142857142857
0,"(25, 75)",invscaling,0.005,0.8,0.631578947368421,0.657142857142857
1E-05,"(75, 75)",invscaling,0.0001,0.4,0.631578947368421,0.654945054945055
1E-05,"(100, 50)",invscaling,0.01,0.1,0.631578947368421,0.652747252747253
1E-06,"(100, 50)",invscaling,0.005,0.3,0.631578947368421,0.652747252747253
0,"(75, 50)",invscaling,0.01,0.2,0.631578947368421,0.652747252747253
1E-05,"(75, 25)",constant,0.0005,0.1,0.631578947368421,0.650549450549451
1E-05,"(25, 100)",invscaling,0.0001,0.9,0.631578947368421,0.650549450549451
1E-06,"(25, 25)",invscaling,0.001,0.6,0.631578947368421,0.650549450549451
0,50,invscaling,0.0001,0.7,0.631578947368421,0.650549450549451
0,"(25, 25)",constant,0.0001,0.7,0.631578947368421,0.650549450549451
0.0001,"(100, 100)",constant,0.0001,0.6,0.631578947368421,0.648351648351648
1E-06,"(75, 50)",invscaling,0.0001,0.2,0.631578947368421,0.648351648351648
1E-07,"(75, 50)",invscaling,0.001,0,0.631578947368421,0.648351648351648
1E-07,"(50, 100)",invscaling,0.001,0.9,0.631578947368421,0.648351648351648
0,"(25, 75)",constant,0.0001,0.1,0.631578947368421,0.648351648351648
0,"(25, 50)",constant,0.0001,0.4,0.631578947368421,0.648351648351648
1E-05,"(25, 50)",invscaling,0.0005,0.7,0.631578947368421,0.646153846153846
1E-06,"(25, 100)",invscaling,0.0005,0.6,0.631578947368421,0.646153846153846
1E-07,"(50, 25)",invscaling,0.0001,0.7,0.631578947368421,0.646153846153846
1E-05,"(100, 100)",invscaling,0.0005,0,0.631578947368421,0.643956043956044
0,"(25, 25)",invscaling,0.0005,0.7,0.631578947368421,0.643956043956044
0.0001,"(50, 50)",constant,0.0001,0.3,0.631578947368421,0.641758241758242
0.0001,"(25, 50)",constant,0.0001,0.4,0.631578947368421,0.641758241758242
1E-07,"(50, 50)",invscaling,0.001,0.8,0.631578947368421,0.641758241758242
0.0001,"(75, 75)",constant,0.0001,0.2,0.631578947368421,0.63956043956044
0.0001,"(100, 50)",adaptive,0.0001,0.1,0.631578947368421,0.637362637362637
1E-05,"(75, 25)",invscaling,0.0005,0.7,0.631578947368421,0.637362637362637
1E-05,"(50, 75)",invscaling,0.005,0.3,0.631578947368421,0.637362637362637
1E-06,"(75, 50)",invscaling,0.0005,0.9,0.631578947368421,0.637362637362637
1E-06,"(25, 75)",invscaling,0.0001,0.3,0.631578947368421,0.637362637362637
1E-07,25,invscaling,0.005,0.7,0.631578947368421,0.637362637362637
0,"(50, 75)",invscaling,0.001,0.3,0.631578947368421,0.637362637362637
0,"(50, 25)",invscaling,0.005,0.1,0.631578947368421,0.637362637362637
0.0001,"(50, 100)",invscaling,0.001,0.1,0.631578947368421,0.635164835164835
0.0001,"(25, 75)",adaptive,0.0005,0.2,0.631578947368421,0.635164835164835
1E-05,"(50, 75)",adaptive,0.0001,0.4,0.631578947368421,0.635164835164835
1E-06,"(75, 50)",invscaling,0.005,0.6,0.631578947368421,0.635164835164835
1E-06,"(50, 50)",invscaling,0.0005,0.7,0.631578947368421,0.635164835164835
1E-06,"(25, 100)",constant,0.0001,0.4,0.631578947368421,0.635164835164835
1E-06,"(25, 100)",invscaling,0.0005,0.4,0.631578947368421,0.635164835164835
1E-07,"(50, 100)",invscaling,0.0001,0,0.631578947368421,0.635164835164835
0.0001,"(50, 50)",invscaling,0.0001,0.8,0.631578947368421,0.632967032967033
0.0001,"(50, 50)",invscaling,0.01,0.4,0.631578947368421,0.632967032967033
1E-05,"(75, 50)",invscaling,0.005,0.5,0.631578947368421,0.632967032967033
1E-05,"(50, 50)",invscaling,0.0001,0.7,0.631578947368421,0.632967032967033
1E-06,"(50, 50)",invscaling,0.001,0.8,0.631578947368421,0.632967032967033
1E-06,"(25, 75)",adaptive,0.0001,0.3,0.631578947368421,0.632967032967033
1E-07,"(100, 25)",adaptive,0.0005,0.2,0.631578947368421,0.632967032967033
1E-07,"(75, 50)",invscaling,0.0001,0.2,0.631578947368421,0.632967032967033
1E-07,"(25, 50)",invscaling,0.01,0.2,0.631578947368421,0.632967032967033
0.0001,75,adaptive,0.0001,0.1,0.631578947368421,0.630769230769231
0.0001,50,invscaling,0.0001,0.3,0.631578947368421,0.630769230769231
0.0001,"(100, 100)",invscaling,0.0005,0.7,0.631578947368421,0.630769230769231
0.0001,"(50, 100)",invscaling,0.001,0.3,0.631578947368421,0.630769230769231
0.0001,"(50, 75)",invscaling,0.0005,0.9,0.631578947368421,0.630769230769231
1E-05,"(100, 25)",invscaling,0.005,0.1,0.631578947368421,0.630769230769231
1E-05,"(75, 50)",invscaling,0.005,0.6,0.631578947368421,0.630769230769231
1E-05,"(75, 25)",invscaling,0.0001,0.1,0.631578947368421,0.630769230769231
1E-06,"(25, 50)",invscaling,0.005,0,0.631578947368421,0.630769230769231
1E-07,"(75, 25)",invscaling,0.0001,0.8,0.631578947368421,0.630769230769231
1E-07,"(50, 100)",invscaling,0.001,0.5,0.631578947368421,0.630769230769231
1E-07,"(25, 75)",adaptive,0.0001,0.4,0.631578947368421,0.630769230769231
0,50,constant,0.0001,0.4,0.631578947368421,0.630769230769231
0,"(75, 25)",constant,0.0001,0.7,0.631578947368421,0.630769230769231
0.0001,25,invscaling,0.005,0.5,0.631578947368421,0.628571428571429
0.0001,"(100, 50)",invscaling,0.0001,0.1,0.631578947368421,0.628571428571429
0.0001,"(100, 50)",invscaling,0.005,0.2,0.631578947368421,0.628571428571429
0.0001,"(50, 75)",adaptive,0.0001,0.6,0.631578947368421,0.628571428571429
0.0001,"(25, 100)",invscaling,0.0005,0.6,0.631578947368421,0.628571428571429
1E-05,50,invscaling,0.0005,0.1,0.631578947368421,0.628571428571429
1E-05,"(100, 100)",invscaling,0.0005,0.8,0.631578947368421,0.628571428571429
1E-05,"(100, 50)",invscaling,0.0001,0.4,0.631578947368421,0.628571428571429
1E-05,"(75, 75)",invscaling,0.0005,0.5,0.631578947368421,0.628571428571429
1E-05,"(75, 50)",invscaling,0.0001,0.7,0.631578947368421,0.628571428571429
1E-05,"(75, 25)",invscaling,0.001,0.8,0.631578947368421,0.628571428571429
1E-05,"(50, 100)",invscaling,0.0005,0.3,0.631578947368421,0.628571428571429
1E-05,"(25, 75)",invscaling,0.0001,0.2,0.631578947368421,0.628571428571429
1E-06,"(100, 75)",invscaling,0.0005,0,0.631578947368421,0.628571428571429
1E-06,"(75, 50)",invscaling,0.01,0,0.631578947368421,0.628571428571429
1E-06,"(50, 100)",invscaling,0.0001,0.7,0.631578947368421,0.628571428571429
1E-06,"(50, 100)",invscaling,0.0005,0.5,0.631578947368421,0.628571428571429
1E-06,"(50, 25)",invscaling,0.001,0.4,0.631578947368421,0.628571428571429
1E-06,"(25, 100)",adaptive,0.0001,0.7,0.631578947368421,0.628571428571429
1E-06,"(25, 75)",invscaling,0.001,0.3,0.631578947368421,0.628571428571429
1E-07,75,invscaling,0.0001,0.1,0.631578947368421,0.628571428571429
1E-07,25,invscaling,0.0005,0.3,0.631578947368421,0.628571428571429
1E-07,"(75, 100)",invscaling,0.005,0.3,0.631578947368421,0.628571428571429
1E-07,"(75, 75)",invscaling,0.0001,0.7,0.631578947368421,0.628571428571429
1E-07,"(75, 25)",invscaling,0.0001,0,0.631578947368421,0.628571428571429
1E-07,"(50, 25)",invscaling,0.001,0.5,0.631578947368421,0.628571428571429
1E-07,"(25, 100)",invscaling,0.001,0.7,0.631578947368421,0.628571428571429
1E-07,"(25, 50)",invscaling,0.0005,0.8,0.631578947368421,0.628571428571429
1E-07,"(25, 25)",invscaling,0.0001,0.6,0.631578947368421,0.628571428571429
0,"(100, 25)",invscaling,0.001,0.7,0.631578947368421,0.628571428571429
0,"(75, 75)",invscaling,0.0005,0.2,0.631578947368421,0.628571428571429
0,"(75, 25)",invscaling,0.005,0,0.631578947368421,0.628571428571429
0,"(25, 25)",constant,0.0001,0.5,0.631578947368421,0.628571428571429
0.0001,"(100, 50)",invscaling,0.0005,0.1,0.631578947368421,0.626373626373626
0.0001,"(100, 25)",invscaling,0.005,0.3,0.631578947368421,0.626373626373626
0.0001,"(75, 25)",invscaling,0.0005,0.9,0.631578947368421,0.626373626373626
0.0001,"(75, 25)",invscaling,0.001,0.4,0.631578947368421,0.626373626373626
0.0001,"(75, 25)",invscaling,0.005,0.1,0.631578947368421,0.626373626373626
0.0001,"(50, 100)",invscaling,0.0001,0.3,0.631578947368421,0.626373626373626
0.0001,"(50, 50)",invscaling,0.0005,0.6,0.631578947368421,0.626373626373626
0.0001,"(50, 50)",invscaling,0.005,0.6,0.631578947368421,0.626373626373626
0.0001,"(50, 25)",constant,0.0001,0.4,0.631578947368421,0.626373626373626
0.0001,"(50, 25)",invscaling,0.005,0.1,0.631578947368421,0.626373626373626
0.0001,"(25, 75)",invscaling,0.005,0.2,0.631578947368421,0.626373626373626
0.0001,"(25, 50)",invscaling,0.0005,0.8,0.631578947368421,0.626373626373626
0.0001,"(25, 50)",invscaling,0.01,1,0.631578947368421,0.626373626373626
0.0001,"(25, 25)",invscaling,0.0005,0.1,0.631578947368421,0.626373626373626
0.0001,"(25, 25)",invscaling,0.01,0.1,0.631578947368421,0.626373626373626
1E-05,25,invscaling,0.0001,0.9,0.631578947368421,0.626373626373626
1E-05,"(100, 100)",invscaling,0.0005,0.1,0.631578947368421,0.626373626373626
1E-05,"(100, 100)",invscaling,0.001,0.5,0.631578947368421,0.626373626373626
1E-05,"(100, 75)",invscaling,0.0005,0.3,0.631578947368421,0.626373626373626
1E-05,"(100, 50)",constant,0.0001,0.6,0.631578947368421,0.626373626373626
1E-05,"(100, 25)",invscaling,0.01,0.2,0.631578947368421,0.626373626373626
1E-05,"(75, 100)",invscaling,0.0005,0.1,0.631578947368421,0.626373626373626
1E-05,"(75, 25)",invscaling,0.0001,0.6,0.631578947368421,0.626373626373626
1E-05,"(75, 25)",invscaling,0.001,0.4,0.631578947368421,0.626373626373626
1E-05,"(75, 25)",invscaling,0.005,0.1,0.631578947368421,0.626373626373626
1E-05,"(50, 100)",invscaling,0.001,0.8,0.631578947368421,0.626373626373626
1E-05,"(50, 100)",invscaling,0.005,0.8,0.631578947368421,0.626373626373626
1E-05,"(50, 50)",invscaling,0.0005,0.8,0.631578947368421,0.626373626373626
1E-05,"(50, 50)",invscaling,0.001,0.4,0.631578947368421,0.626373626373626
1E-05,"(50, 50)",invscaling,0.001,0.7,0.631578947368421,0.626373626373626
1E-05,"(50, 50)",invscaling,0.005,0,0.631578947368421,0.626373626373626
1E-05,"(50, 25)",invscaling,0.0001,0.1,0.631578947368421,0.626373626373626
1E-05,"(25, 100)",invscaling,0.001,0.1,0.631578947368421,0.626373626373626
1E-05,"(25, 100)",adaptive,0.0001,0.4,0.631578947368421,0.626373626373626
1E-05,"(25, 75)",invscaling,0.005,0.8,0.631578947368421,0.626373626373626
1E-05,"(25, 50)",invscaling,0.001,0.2,0.631578947368421,0.626373626373626
1E-05,"(25, 50)",invscaling,0.001,0.8,0.631578947368421,0.626373626373626
1E-06,25,invscaling,0.005,0.3,0.631578947368421,0.626373626373626
1E-06,"(100, 100)",constant,0.0001,0.4,0.631578947368421,0.626373626373626
1E-06,"(100, 100)",invscaling,0.0001,0.3,0.631578947368421,0.626373626373626
1E-06,"(100, 100)",invscaling,0.005,0,0.631578947368421,0.626373626373626
1E-06,"(100, 75)",invscaling,0.001,0,0.631578947368421,0.626373626373626
1E-06,"(100, 75)",invscaling,0.005,0.1,0.631578947368421,0.626373626373626
1E-06,"(100, 50)",invscaling,0.0005,0.3,0.631578947368421,0.626373626373626
1E-06,"(100, 50)",invscaling,0.005,0.2,0.631578947368421,0.626373626373626
1E-06,"(100, 25)",adaptive,0.0001,0.7,0.631578947368421,0.626373626373626
1E-06,"(75, 100)",invscaling,0.001,0.8,0.631578947368421,0.626373626373626
1E-06,"(75, 75)",invscaling,0.0001,0.9,0.631578947368421,0.626373626373626
1E-06,"(75, 75)",invscaling,0.0005,0.5,0.631578947368421,0.626373626373626
1E-06,"(75, 75)",invscaling,0.001,0.2,0.631578947368421,0.626373626373626
1E-06,"(75, 75)",invscaling,0.001,0.9,0.631578947368421,0.626373626373626
1E-06,"(75, 50)",invscaling,0.0001,0.5,0.631578947368421,0.626373626373626
1E-06,"(75, 25)",constant,0.0001,0.6,0.631578947368421,0.626373626373626
1E-06,"(50, 100)",invscaling,0.01,0.2,0.631578947368421,0.626373626373626
1E-06,"(50, 50)",invscaling,0.0001,0.1,0.631578947368421,0.626373626373626
1E-06,"(50, 50)",invscaling,0.0001,0.4,0.631578947368421,0.626373626373626
1E-06,"(50, 50)",invscaling,0.001,0.7,0.631578947368421,0.626373626373626
1E-06,"(50, 25)",invscaling,0.0001,0.2,0.631578947368421,0.626373626373626
1E-06,"(25, 100)",invscaling,0.0001,0.1,0.631578947368421,0.626373626373626
1E-06,"(25, 100)",invscaling,0.0001,0.3,0.631578947368421,0.626373626373626
1E-06,"(25, 100)",invscaling,0.001,0.3,0.631578947368421,0.626373626373626
1E-06,"(25, 75)",adaptive,0.0001,0,0.631578947368421,0.626373626373626
1E-06,"(25, 50)",invscaling,0.0001,0.1,0.631578947368421,0.626373626373626
1E-06,"(25, 50)",invscaling,0.01,0.2,0.631578947368421,0.626373626373626
1E-06,"(25, 25)",constant,0.0001,0.1,0.631578947368421,0.626373626373626
1E-06,"(25, 25)",invscaling,0.001,0,0.631578947368421,0.626373626373626
1E-06,"(25, 25)",invscaling,0.005,0.6,0.631578947368421,0.626373626373626
1E-07,"(75, 100)",invscaling,0.001,0.7,0.631578947368421,0.626373626373626
1E-07,"(75, 75)",invscaling,0.005,0,0.631578947368421,0.626373626373626
1E-07,"(75, 50)",invscaling,0.0005,0,0.631578947368421,0.626373626373626
1E-07,"(75, 25)",invscaling,0.01,0.5,0.631578947368421,0.626373626373626
1E-07,"(50, 100)",invscaling,0.001,0.6,0.631578947368421,0.626373626373626
1E-07,"(50, 75)",invscaling,0.0001,0.5,0.631578947368421,0.626373626373626
1E-07,"(50, 50)",invscaling,0.001,0.2,0.631578947368421,0.626373626373626
1E-07,"(50, 50)",invscaling,0.001,0.7,0.631578947368421,0.626373626373626
1E-07,"(50, 25)",adaptive,0.0001,0.1,0.631578947368421,0.626373626373626
1E-07,"(25, 75)",invscaling,0.0001,0.2,0.631578947368421,0.626373626373626
1E-07,"(25, 25)",invscaling,0.0005,0.8,0.631578947368421,0.626373626373626
1E-07,"(25, 25)",invscaling,0.001,0.1,0.631578947368421,0.626373626373626
1E-07,"(25, 25)",invscaling,0.01,0.2,0.631578947368421,0.626373626373626
0,75,invscaling,0.0005,0.1,0.631578947368421,0.626373626373626
0,25,invscaling,0.0001,0.5,0.631578947368421,0.626373626373626
0,"(100, 75)",invscaling,0.001,0.2,0.631578947368421,0.626373626373626
0,"(100, 25)",invscaling,0.0001,0.2,0.631578947368421,0.626373626373626
0,"(100, 25)",invscaling,0.0001,0.9,0.631578947368421,0.626373626373626
0,"(100, 25)",invscaling,0.001,0.5,0.631578947368421,0.626373626373626
0,"(75, 100)",invscaling,0.0005,0.4,0.631578947368421,0.626373626373626
0,"(75, 100)",invscaling,0.001,0.7,0.631578947368421,0.626373626373626
0,"(75, 75)",invscaling,0.0005,0.9,0.631578947368421,0.626373626373626
0,"(75, 75)",invscaling,0.001,0.8,0.631578947368421,0.626373626373626
0,"(75, 50)",invscaling,0.001,0.3,0.631578947368421,0.626373626373626
0,"(75, 50)",invscaling,0.001,0.6,0.631578947368421,0.626373626373626
0,"(75, 25)",invscaling,0.0005,0.9,0.631578947368421,0.626373626373626
0,"(75, 25)",invscaling,0.001,0,0.631578947368421,0.626373626373626
0,"(50, 75)",invscaling,0.0005,0.6,0.631578947368421,0.626373626373626
0,"(50, 75)",invscaling,0.0005,0.7,0.631578947368421,0.626373626373626
0,"(50, 75)",invscaling,0.001,0.7,0.631578947368421,0.626373626373626
0,"(50, 50)",adaptive,0.0001,0.2,0.631578947368421,0.626373626373626
0,"(50, 25)",invscaling,0.0005,0.8,0.631578947368421,0.626373626373626
0,"(50, 25)",invscaling,0.001,0.8,0.631578947368421,0.626373626373626
0,"(50, 25)",invscaling,0.01,0.1,0.631578947368421,0.626373626373626
0,"(25, 75)",invscaling,0.0005,0.4,0.631578947368421,0.626373626373626
0,"(25, 25)",invscaling,0.0005,0.6,0.631578947368421,0.626373626373626
0.0001,"(75, 50)",invscaling,0.0001,0,0.631578947368421,0.624175824175824
0.0001,"(50, 50)",invscaling,0.001,0.1,0.631578947368421,0.624175824175824
0.0001,"(25, 50)",invscaling,0.005,0,0.631578947368421,0.624175824175824
1E-05,25,invscaling,0.001,0.6,0.631578947368421,0.624175824175824
1E-05,"(100, 100)",invscaling,0.001,0.1,0.631578947368421,0.624175824175824
1E-05,"(75, 50)",invscaling,0.0005,0.2,0.631578947368421,0.624175824175824
1E-05,"(50, 100)",invscaling,0.001,0.6,0.631578947368421,0.624175824175824
1E-05,"(25, 75)",invscaling,0.005,0.5,0.631578947368421,0.624175824175824
1E-06,75,invscaling,0.0001,0.7,0.631578947368421,0.624175824175824
1E-06,"(100, 50)",invscaling,0.0005,0.5,0.631578947368421,0.624175824175824
1E-06,"(75, 75)",adaptive,0.0001,0.3,0.631578947368421,0.624175824175824
1E-06,"(75, 25)",invscaling,0.001,0.9,0.631578947368421,0.624175824175824
1E-06,"(50, 25)",invscaling,0.0001,0.9,0.631578947368421,0.624175824175824
1E-07,50,invscaling,0.001,0.2,0.631578947368421,0.624175824175824
1E-07,"(75, 50)",invscaling,0.0005,0.7,0.631578947368421,0.624175824175824
1E-07,"(50, 75)",invscaling,0.0001,0,0.631578947368421,0.624175824175824
1E-07,"(50, 25)",invscaling,0.0005,0,0.631578947368421,0.624175824175824
1E-07,"(25, 100)",invscaling,0.005,0.1,0.631578947368421,0.624175824175824
0,25,invscaling,0.0005,0.8,0.631578947368421,0.624175824175824
0,"(100, 25)",invscaling,0.0001,0.7,0.631578947368421,0.624175824175824
0,"(75, 25)",invscaling,0.005,0.6,0.631578947368421,0.624175824175824
0,"(50, 50)",constant,0.0001,0.3,0.631578947368421,0.624175824175824
0,"(50, 50)",invscaling,0.0001,0.4,0.631578947368421,0.624175824175824
0,"(50, 25)",constant,0.0001,0.4,0.631578947368421,0.624175824175824
0,"(25, 100)",invscaling,0.005,0,0.631578947368421,0.624175824175824
0,"(25, 75)",invscaling,0.0005,0.1,0.631578947368421,0.624175824175824
0.0001,"(100, 100)",invscaling,0.001,0.5,0.631578947368421,0.621978021978022
0.0001,"(25, 50)",invscaling,0.0001,0.6,0.631578947368421,0.621978021978022
1E-05,"(50, 25)",invscaling,0.0005,0.9,0.631578947368421,0.621978021978022
1E-06,"(100, 100)",invscaling,0.001,0,0.631578947368421,0.621978021978022
1E-07,"(50, 75)",invscaling,0.001,0.3,0.631578947368421,0.621978021978022
1E-07,"(50, 50)",invscaling,0.005,0.2,0.631578947368421,0.621978021978022
0,"(75, 25)",invscaling,0.0001,0.5,0.631578947368421,0.621978021978022
0.0001,"(25, 75)",constant,0.0001,0,0.631578947368421,0.61978021978022
1E-05,"(25, 75)",invscaling,0.01,0.1,0.631578947368421,0.61978021978022
1E-06,"(100, 100)",invscaling,0.01,0.4,0.631578947368421,0.61978021978022
1E-06,"(75, 100)",invscaling,0.001,0,0.631578947368421,0.61978021978022
1E-06,"(75, 25)",invscaling,0.005,0.4,0.631578947368421,0.61978021978022
1E-06,"(50, 75)",invscaling,0.001,0.3,0.631578947368421,0.61978021978022
1E-06,"(25, 25)",invscaling,0.0005,0.5,0.631578947368421,0.61978021978022
1E-07,"(50, 100)",invscaling,0.0005,0.4,0.631578947368421,0.61978021978022
0,75,invscaling,0.005,0.1,0.631578947368421,0.61978021978022
0,"(50, 25)",invscaling,0.0005,0.9,0.631578947368421,0.61978021978022
0.0001,50,adaptive,0.0001,0.3,0.631578947368421,0.617582417582418
0.0001,"(25, 100)",invscaling,0.01,0.2,0.631578947368421,0.617582417582418
1E-05,"(100, 75)",invscaling,0.0005,0.4,0.631578947368421,0.617582417582418
1E-06,100,invscaling,0.001,0.9,0.631578947368421,0.617582417582418
1E-06,"(25, 75)",invscaling,0.0005,0.9,0.631578947368421,0.617582417582418
1E-07,100,invscaling,0.01,0.4,0.631578947368421,0.617582417582418
0,"(100, 50)",invscaling,0.001,0.7,0.631578947368421,0.617582417582418
0,"(100, 25)",invscaling,0.0005,0.7,0.631578947368421,0.617582417582418
0,"(50, 25)",invscaling,0.0001,0.4,0.631578947368421,0.617582417582418
1E-07,"(100, 100)",invscaling,0.0001,0.8,0.631578947368421,0.615384615384615
0,"(75, 50)",invscaling,0.0001,0.4,0.631578947368421,0.615384615384615
0.0001,"(75, 100)",invscaling,0.001,0.3,0.631578947368421,0.613186813186813
0.0001,"(25, 75)",invscaling,0.001,0.2,0.631578947368421,0.613186813186813
1E-07,"(100, 50)",invscaling,0.001,0.6,0.631578947368421,0.613186813186813
1E-05,"(75, 25)",invscaling,0.0001,0.5,0.631578947368421,0.610989010989011
1E-06,75,constant,0.0001,0.6,0.631578947368421,0.610989010989011
1E-07,"(100, 25)",invscaling,0.005,0.1,0.631578947368421,0.610989010989011
1E-05,"(75, 75)",invscaling,0.0001,0.2,0.631578947368421,0.608791208791209
1E-05,"(50, 100)",invscaling,0.001,0.4,0.631578947368421,0.608791208791209
1E-06,"(100, 100)",invscaling,0.0001,0.5,0.631578947368421,0.608791208791209
1E-06,"(100, 75)",invscaling,0.001,0.1,0.631578947368421,0.608791208791209
1E-06,"(75, 25)",invscaling,0.0005,0.5,0.631578947368421,0.608791208791209
0,"(50, 25)",invscaling,0.005,0.4,0.631578947368421,0.608791208791209
0.0001,"(75, 75)",invscaling,0.005,0.2,0.631578947368421,0.606593406593406
1E-06,"(75, 75)",invscaling,0.01,0.3,0.631578947368421,0.606593406593406
1E-07,"(25, 50)",invscaling,0.0005,0.2,0.631578947368421,0.606593406593406
0,"(75, 75)",invscaling,0.0005,0,0.631578947368421,0.606593406593406
0.0001,"(75, 75)",invscaling,0.001,0.5,0.631578947368421,0.604395604395604
0.0001,"(50, 50)",invscaling,0.0001,0.6,0.631578947368421,0.604395604395604
1E-05,"(50, 100)",invscaling,0.01,0,0.631578947368421,0.604395604395604
1E-07,"(50, 100)",invscaling,0.0001,0.7,0.631578947368421,0.604395604395604
1E-06,"(75, 50)",invscaling,0.001,0.5,0.631578947368421,0.6
1E-07,"(25, 100)",adaptive,0.0001,0.5,0.631578947368421,0.6
0,25,invscaling,0.0001,0.6,0.631578947368421,0.597802197802198
0.0001,"(75, 75)",constant,0.0001,0.3,0.631578947368421,0.595604395604396
1E-07,75,invscaling,0.001,0.7,0.631578947368421,0.595604395604396
1E-05,"(50, 50)",invscaling,0.01,0.3,0.631578947368421,0.591208791208791
0,"(75, 50)",invscaling,0.005,0.2,0.631578947368421,0.586813186813187
1E-07,75,invscaling,0.0005,0.7,0.631578947368421,0.584615384615385
1E-06,"(50, 100)",invscaling,0.001,0.7,0.631578947368421,0.582417582417582
1E-07,"(100, 100)",invscaling,0.01,0.4,0.631578947368421,0.571428571428571
0,"(75, 25)",invscaling,0.0001,0.3,0.631578947368421,0.571428571428571
0,"(100, 75)",adaptive,0.0001,0.1,0.631578947368421,0.553846153846154
1E-05,"(25, 75)",invscaling,0.001,0,0.631578947368421,0.547252747252747
1E-07,"(50, 50)",constant,0.0001,0.4,0.62280701754386,0.70989010989011
0.0001,"(100, 25)",invscaling,0.001,0.6,0.62280701754386,0.698901098901099
1E-06,75,invscaling,0.005,0.4,0.62280701754386,0.694505494505494
1E-06,50,adaptive,0.0001,0.4,0.62280701754386,0.69010989010989
0.0001,100,adaptive,0.0001,0.5,0.62280701754386,0.685714285714286
1E-05,25,adaptive,0.0001,0,0.62280701754386,0.683516483516484
1E-05,50,adaptive,0.0001,0.4,0.62280701754386,0.681318681318681
1E-06,"(100, 100)",invscaling,0.01,0,0.62280701754386,0.681318681318681
1E-07,"(75, 75)",invscaling,0.01,0,0.62280701754386,0.679120879120879
1E-06,"(100, 25)",invscaling,0.005,0.4,0.62280701754386,0.674725274725275
1E-07,25,adaptive,0.0005,0.3,0.62280701754386,0.674725274725275
1E-05,50,invscaling,0.01,0.6,0.62280701754386,0.672527472527473
1E-05,75,invscaling,0.005,0.8,0.62280701754386,0.67032967032967
0,"(75, 75)",constant,0.0001,0.3,0.62280701754386,0.67032967032967
1E-05,"(75, 50)",invscaling,0.005,0.7,0.62280701754386,0.668131868131868
1E-07,"(75, 100)",constant,0.0001,0,0.62280701754386,0.665934065934066
1E-07,"(25, 25)",invscaling,0.001,0.7,0.62280701754386,0.665934065934066
1E-06,"(50, 25)",adaptive,0.0001,0.1,0.62280701754386,0.663736263736264
1E-06,"(25, 50)",adaptive,0.0001,0,0.62280701754386,0.663736263736264
0,"(50, 100)",invscaling,0.0005,0.6,0.62280701754386,0.663736263736264
1E-05,75,constant,0.0001,0.4,0.62280701754386,0.661538461538462
1E-06,"(75, 25)",invscaling,0.01,0.2,0.62280701754386,0.661538461538462
0.0001,"(25, 25)",invscaling,0.01,0.2,0.62280701754386,0.659340659340659
1E-05,"(100, 100)",invscaling,0.0001,0.4,0.62280701754386,0.657142857142857
1E-06,"(25, 25)",constant,0.0001,0.5,0.62280701754386,0.657142857142857
0,"(50, 75)",invscaling,0.0001,0.1,0.62280701754386,0.657142857142857
0.0001,"(75, 100)",invscaling,0.0001,0.7,0.62280701754386,0.654945054945055
0.0001,"(100, 100)",invscaling,0.0005,0.1,0.62280701754386,0.652747252747253
0.0001,"(75, 25)",invscaling,0.01,0.3,0.62280701754386,0.652747252747253
1E-06,100,invscaling,0.001,0.8,0.62280701754386,0.652747252747253
